Path;SBE_version;Start_Time;System_Upload_Date;Date_from_the_Name_File;Latitude;Row_Latitude;Longitude;Row_Longitude;Station;Station_From_Name;Max_Depth;Surface_temperature;Max_difference_Tmd_Temperature;Unit_Temperature;Count_True;Count_Total;Dive_Begin_Index;Dive_End_Index;Error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\12kKu0530test150m.cnv;SBE 19;30.05.2024 12:16;30.05.2024 13:06;;None;None;None;None;12 km Kultuk (mpRing);12kKu;191.077;4.9734;1.02731226;tv290C: Temperature [ITS-90, deg C];65;4047;64;4110;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\12kKu0530_130m.cnv;SBE 19;30.05.2024 14:14;30.05.2024 14:25;;None;None;None;None;12 km Kultuk (mpRing);12kKu;129.318;7.5502;1.051450376;tv290C: Temperature [ITS-90, deg C];5;535;80;614;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kBa0610.cnv;SBE 19;10.06.2024 8:10;10.06.2024 8:21;10.06.2024;None;None;None;None;3 km Baikalskoe (25m);3kBa;31.476;3.4646;1.563779942;tv290C: Temperature [ITS-90, deg C];0;270;217;486;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kMar0531_25m.cnv;SBE 19;31.05.2024 5:22;31.05.2024 13:47;;None;None;None;None;mp Tolstiy-Snezhnaya (mTSG) 3 km Marituy (25m);3kMar;46.164;2.8746;1.420544402;tv290C: Temperature [ITS-90, deg C];0;573;97;669;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kSol0531__25m.cnv;SBE 19;31.05.2024 0:47;31.05.2024 0:55;;None;None;None;None;3 km Solzan;3kSol;36.061;4.1133;1.166590689;tv290C: Temperature [ITS-90, deg C];41;511;0;510;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kTo0605_25m.cnv;SBE 19;05.06.2024 19:24;05.06.2024 19:34;;None;None;None;None;3 km Tonkiy  (25m);3kTo;32.445;6.0127;0.894608181;tv290C: Temperature [ITS-90, deg C];3;365;76;440;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kTu0610.cnv;SBE 19;10.06.2024 15:00;10.06.2024 15:08;10.06.2024;None;None;None;None;3 km Turali;3kTu;27.408;4.8204;1.257212558;tv290C: Temperature [ITS-90, deg C];3;259;40;298;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\3kUh0605.cnv;SBE 19;05.06.2024 9:35;05.06.2024 9:51;05.06.2024;None;None;None;None;mp Vorota-Boldakovo;3kUh;35.797;2.7855;1.342277296;tv290C: Temperature [ITS-90, deg C];0;402;80;481;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kBa0610.cnv;SBE 19;10.06.2024 9:17;10.06.2024 10:00;10.06.2024;None;None;None;None;7 km Baikalskoe;7kBa;785.707;5.5234;1.593352873;tv290C: Temperature [ITS-90, deg C];702;1752;45;1796;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kel0608.cnv;SBE 19;08.06.2024 3:21;08.06.2024 20:02;08.06.2024;None;None;None;None;7 km Elohin;7kel;888.421;1.9927;2.132035142;tv290C: Temperature [ITS-90, deg C];539;1722;127;1848;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kIzh0606.cnv;SBE 19;05.06.2024 23:49;06.06.2024 1:00;06.06.2024;None;None;None;None;7 km Izhimey;7kIzh;1626.06;3.765;1.060864505;tv290C: Temperature [ITS-90, deg C];638;3294;42;3335;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kKa0601.cnv;SBE 19;01.06.2024 9:16;01.06.2024 10:11;01.06.2024;None;None;None;None;7 km Kadilniy;7kKa;1402.951;3.6411;0.686265778;tv290C: Temperature [ITS-90, deg C];677;2759;128;2886;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kLi0602.cnv;SBE 19;02.06.2024 7:21;02.06.2024 8:18;02.06.2024;None;None;None;None;7 km Listvyanka;7kLi;1406.123;3.1798;0.928537035;tv290C: Temperature [ITS-90, deg C];840;2944;83;3026;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kMi0601.cnv;SBE 19;01.06.2024 19:45;01.06.2024 20:35;01.06.2024;None;None;None;None;7 km Mishikha;7kMi;1365.826;5.7778;3.933199685;tv290C: Temperature [ITS-90, deg C];510;2573;136;2708;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kNA0609.cnv;SBE 19;09.06.2024 19:34;09.06.2024 21:11;09.06.2024;None;None;None;None;7 km N-Angarsk;7kNA;482.867;4.7241;0.809382684;tv290C: Temperature [ITS-90, deg C];467;1112;79;1190;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kSol0530.cnv;SBE 19;30.05.2024 23:09;31.05.2024 0:01;30.05.2024;None;None;None;None;7 km Solzan;7kSol;866.005;2.9106;1.272722392;tv290C: Temperature [ITS-90, deg C];545;1650;55;1704;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kTa0531.cnv;SBE 19;31.05.2024 20:59;31.05.2024 21:41;31.05.2024;None;None;None;None;7 km Tankhoy;7kTa;1045.184;6.351;1.134310744;tv290C: Temperature [ITS-90, deg C];1183;2526;61;2586;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kTo0605.cnv;SBE 19;05.06.2024 17:29;05.06.2024 18:11;05.06.2024;None;None;None;None;7 km Tonkiy (Slava);7kTo;1052.103;4.1498;0.943060389;tv290C: Temperature [ITS-90, deg C];741;2196;70;2265;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kTu0610.cnv;SBE 19;10.06.2024 13:42;10.06.2024 14:09;10.06.2024;None;None;None;None;7 km Turali;7kTu;664.865;3.6989;1.325063618;tv290C: Temperature [ITS-90, deg C];749;1499;65;1563;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\7kUh0605.cnv;SBE 19;05.06.2024 10:19;05.06.2024 11:22;05.06.2024;None;None;None;None;7 km Ukhan;7kUh;1599.602;5.0788;1.231144597;tv290C: Temperature [ITS-90, deg C];832;3391;39;3429;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mAcR0611.cnv;SBE 19;11.06.2024 15:59;11.06.2024 16:19;11.06.2024;None;None;None;None;mp Academic ridge;mAcR;393.786;4.2272;0.941387795;tv290C: Temperature [ITS-90, deg C];239;949;48;996;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mArHo0611.cnv;SBE 19;11.06.2024 22:23;11.06.2024 23:05;11.06.2024;None;None;None;None;mp Aral-Hoboy (BVor MM);mArHo;334.206;3.8446;0.866282503;tv290C: Temperature [ITS-90, deg C];189;816;83;898;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mAS0604.cnv;SBE 19;04.06.2024 18:06;04.06.2024 18:51;04.06.2024;None;None;None;None;mp Anga-Sukhaya;mAS;1164.005;3.5185;0.799890858;tv290C: Temperature [ITS-90, deg C];806;2370;78;2447;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mAS0604_50m.cnv;SBE 19;04.06.2024 19:43;04.06.2024 19:56;;None;None;None;None;mp Anga-Sukhaya (50m);mAS;61.73;3.6563;0.716610105;tv290C: Temperature [ITS-90, deg C];0;431;81;511;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mBarg0606.cnv;SBE 19;06.06.2024 18:05;06.06.2024 18:18;06.06.2024;None;None;None;None;mp Barguzin gulf;mBarg;174.358;6.4934;0.917005035;tv290C: Temperature [ITS-90, deg C];96;680;3;682;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mBT0610.cnv;SBE 19;10.06.2024 10:45;10.06.2024 11:42;10.06.2024;None;None;None;None;mp Baikalskoe-Turali;mBT;803.87;5.6148;1.55202227;tv290C: Temperature [ITS-90, deg C];582;1625;15;1639;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mChiv0607.cnv;SBE 19;07.06.2024 17:52;07.06.2024 20:49;07.06.2024;None;None;None;None;mp Chivyrkuy gulf;mChiv;6.153;8.4912;None;tv290C: Temperature [ITS-90, deg C];0;288;186;473;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mChKa0611.cnv;SBE 19;11.06.2024 4:03;11.06.2024 4:38;11.06.2024;None;None;None;None;mp Cheremshaniy-Kabaniy;mChKa;888.998;2.8208;1.764515925;tv290C: Temperature [ITS-90, deg C];673;1837;98;1934;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mdPes0603.cnv;SBE 19;03.06.2024 9:34;03.06.2024 10:23;03.06.2024;None;None;None;None;max. depth Peschanka-Istok;mdPes;982.61;7.8378;0.852213649;tv290C: Temperature [ITS-90, deg C];635;1867;190;2056;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mdZS0607.cnv;SBE 19;07.06.2024 22:40;07.06.2024 23:14;07.06.2024;None;None;None;None;md Zavorotniy-Sosnovka;mdZS;896.819;3.1735;1.344431555;tv290C: Temperature [ITS-90, deg C];626;1782;43;1824;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mED0608.cnv;SBE 19;08.06.2024 9:17;08.06.2024 12:05;08.06.2024;None;None;None;None;mp Elokhin-Davsha;mED;860;6.2901;1.833028086;tv290C: Temperature [ITS-90, deg C];669;1756;90;1845;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mGB0603.cnv;SBE 19;03.06.2024 3:46;03.06.2024 5:08;03.06.2024;None;None;None;None;mp Goloustnoe-Babushkin (Malenkiy);mGB;1307.915;3.6896;0.372988653;tv290C: Temperature [ITS-90, deg C];995;2960;62;3021;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mgk0604.cnv;SBE 19;04.06.2024 5:30;04.06.2024 18:57;04.06.2024;None;None;None;None;mp Goliy-Kukuy;mgk;568.401;2.918;1.241182436;tv290C: Temperature [ITS-90, deg C];651;1367;108;1474;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mIM0531.cnv;SBE 19;31.05.2024 10:20;31.05.2024 11:09;31.05.2024;None;None;None;None;mp Ivanovskiy-Murino;mIM;1298.951;7.2924;1.284936125;tv290C: Temperature [ITS-90, deg C];554;2284;36;2319;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mKA0608.cnv;SBE 19;08.06.2024 22:31;08.06.2024 23:37;08.06.2024;None;None;None;None;mp Kotelnikovskiy-Amnundakan;mKA;763.923;2.678;1.538435344;tv290C: Temperature [ITS-90, deg C];628;1546;111;1656;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mKhKr0606.cnv;SBE 19;06.06.2024 21:53;07.06.2024 2:52;06.06.2024;None;None;None;None;mp Khoboy-Krestoviy;mKhKr;1628.428;3.028;1.044041096;tv290C: Temperature [ITS-90, deg C];658;3756;67;3822;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mKrestRing0604.cnv;SBE 19;04.06.2024 8:20;04.06.2024 9:01;04.06.2024;None;None;None;None;Krestovskii;mKrestRing;1011.816;4.0102;1.291242525;tv290C: Temperature [ITS-90, deg C];788;2296;68;2363;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mKyKh0603.cnv;SBE 19;03.06.2024 21:37;03.06.2024 21:54;03.06.2024;None;None;None;None;mp Kr.Yar-Kharauz;mKyKh;260.226;5.4309;0.711419649;tv290C: Temperature [ITS-90, deg C];43;803;75;877;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mLTpup0531.cnv;SBE 19;31.05.2024 17:48;31.05.2024 18:45;31.05.2024;None;None;None;None;mp Listvyanka-Tankhoy(pup);mLTpup;1414.739;6.586;1.239497269;tv290C: Temperature [ITS-90, deg C];541;2637;166;2802;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mMalMore0612.cnv;SBE 19;12.06.2024 2:36;12.06.2024 2:48;12.06.2024;None;None;None;None;mp Maloe More;mMalMore;86.266;5.0066;0.811407323;tv290C: Temperature [ITS-90, deg C];4;496;64;559;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mMS0530.cnv;SBE 19;30.05.2024 19:47;30.05.2024 20:35;30.05.2024;None;None;None;None;mp Marituy-Solzan;mMS;1259.144;3.4598;1.052337628;tv290C: Temperature [ITS-90, deg C];578;2292;297;2588;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mMS0530_25m.cnv;SBE 19;30.05.2024 22:12;30.05.2024 22:25;;None;None;None;None;mp Marituy-Solzan;mMS;30.019;4.3486;1.064811733;tv290C: Temperature [ITS-90, deg C];3;313;78;390;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mMuUr0610.cnv;SBE 19;10.06.2024 22:20;10.06.2024 22:54;10.06.2024;None;None;None;None;mp Muzhinay-Urbican;mMuUr;883.887;3.2705;1.833462051;tv290C: Temperature [ITS-90, deg C];587;1740;52;1791;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mSU0607.cnv;SBE 19;07.06.2024 9:36;07.06.2024 10:13;07.06.2024;None;None;None;None;mp Solnechnaya-Ushkaniy;mSU;889.37;3.8006;1.146295046;tv290C: Temperature [ITS-90, deg C];681;1828;95;1922;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mTSG0531.cnv;SBE 19;31.05.2024 14:05;31.05.2024 14:47;31.05.2024;None;None;None;None;mp Tolstiy-Snezhnaya (mTSG);mTSG;1140.031;4.0862;1.02497233;tv290C: Temperature [ITS-90, deg C];535;2075;47;2121;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mUT0605.cnv;SBE 19;05.06.2024 14:08;05.06.2024 15:11;05.06.2024;None;None;None;None;mp Ukhan-Tonkiy;mUT;1550.691;2.9003;1.293477953;tv290C: Temperature [ITS-90, deg C];661;3331;123;3453;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mUT0605_50m.cnv;SBE 19;05.06.2024 13:47;05.06.2024 13:55;;None;None;None;None;mp Ukhan-Tonkiy (50m);mUT;65.183;3.0589;1.276500783;tv290C: Temperature [ITS-90, deg C];0;445;46;490;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\mVB0605.cnv;SBE 19;05.06.2024 0:23;05.06.2024 1:12;05.06.2024;None;None;None;None;mp Vorota-Boldakovo;mVB;1344.266;3.3953;1.071785526;tv290C: Temperature [ITS-90, deg C];602;2571;73;2643;not error
CTD_Data\2024\05-06_Ver\sbe19\cnvdata\seepNewIrk0603.cnv;SBE 19;03.06.2024 5:53;03.06.2024 6:36;03.06.2024;None;None;None;None;Near Irkutsk;seepNewIrk;1073.346;4.5636;0.416653466;tv290C: Temperature [ITS-90, deg C];834;2291;61;2351;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\12kKu0530.cnv;SBE25;30.05.2024 16:52;30.05.2024 17:28;30.05.2024;51.67836667;51 40.702;103.8816167;103 52.897;12 km Kultuk;12kKu;1268.074;2.9293;1.033898657;t090C: Temperature [ITS-90, deg C];348;2179;5;2183;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\2kNE3kLi0602.cnv;SBE25;02.06.2024 20:29;02.06.2024 21:09;02.06.2024;51.82455; 51 49.473;104.92675;104 55.605;2k NE 3k Listvaynka;2kNE;1402.179;2.9452;1.018573528;t090C: Temperature [ITS-90, deg C];478;2414;6;2419;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kBay0610.cnv;SBE25;10.06.2024 6:29;10.06.2024 6:50;10.06.2024;55.34818333;55 20.891;109.24505;109 14.703;3 km Baykalskoe;3kBay;594.673;2.3996;1.566780083;t090C: Temperature [ITS-90, deg C];496;1191;0;1190;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kDa0608.cnv;SBE25;08.06.2024 13:45;08.06.2024 13:56;08.06.2024;54.37915;54 22.749;109.3659;109 21.954;3 km Davsha;3kDa;91.103;2.7001;1.268828032;t090C: Temperature [ITS-90, deg C];0;230;8;237;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kEl0608.cnv;SBE25;08.06.2024 4:19;08.06.2024 9:45;08.06.2024;54.53161667;54 31.897;108.7085833;108 42.515;3 km ot Elohin;3kEl;880.861;1.9324;2.037050839;t090C: Temperature [ITS-90, deg C];414;1650;2;1651;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kKad0601.cnv;SBE25;01.06.2024 5:58;01.06.2024 6:40;01.06.2024;51.89551667;51 53.731;105.2441833;105 14.651;3km Kadilnyi;3kKad;1336.443;3.1712;0.80430707;t090C: Temperature [ITS-90, deg C];453;2629;1;2629;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kLi0602.cnv;SBE25;02.06.2024 17:48;02.06.2024 18:33;02.06.2024;51.81441667;51 48.865;104.9107667;104 54.646;3k Lisvaynka;3kLi;1403.64;2.8676;1.096173528;t090C: Temperature [ITS-90, deg C];530;2603;1;2603;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kMar0531.cnv;SBE25;31.05.2024 5:32;31.05.2024 6:11;31.05.2024;51.7578;51 45.468;104.2182333;104 13.094;3k Marituy;3kMar;1339.657;2.5569;1.407446424;t090C: Temperature [ITS-90, deg C];381;2567;0;2566;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kMi0601.cnv;SBE25;01.06.2024 22:02;01.06.2024 22:32;01.06.2024;51.66691667;51 40.015;105.50015;105 30.009;3 km Mishikha;3kMi;663.961;3.1427;0.834170988;t090C: Temperature [ITS-90, deg C];360;1198;8;1205;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kSol0531.cnv;SBE25;31.05.2024 0:47;31.05.2024 1:01;31.05.2024;51.4834;51 29.004;104.2144;104 12.864;3kmSol;3kSol;345.842;2.7881;1.175098657;t090C: Temperature [ITS-90, deg C];255;607;6;612;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kTa0531.cnv;SBE25;31.05.2024 23:10;31.05.2024 23:33;31.05.2024;51.59161667;51 35.497;105.1111667;105 06.670;3 km Tankhoy;3kTa;715.705;3.0534;0.909798657;t090C: Temperature [ITS-90, deg C];315;1257;7;1263;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kTo0605.cnv;SBE25;05.06.2024 19:33;05.06.2024 19:50;05.06.2024;52.74283333;52 44.570;107.6379333;107 38.276;3 km Tonkiy;3kTo;511.053;3.0701;0.904302968;t090C: Temperature [ITS-90, deg C];456;1003;3;1005;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kTu0610.cnv;SBE25;10.06.2024 15:11;10.06.2024 15:28;10.06.2024;55.24273333;55 14.564;109.7099667;109 42.598;3 km Turali;3kTu;559.881;2.7312;1.261722492;t090C: Temperature [ITS-90, deg C];445;1043;1;1043;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kUh0605.cnv;SBE25;05.06.2024 8:31;05.06.2024 9:17;05.06.2024;53.05361667;53 03.217;107.4228333;107 25.370;3 km Ukhan;3kUh;1605.787;2.6633;1.30071289;t090C: Temperature [ITS-90, deg C];493;3179;0;3178;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\3kUkh0605.cnv;SBE25;05.06.2024 8:31;05.06.2024 9:17;05.06.2024;53.05361667;53 03.217;107.4228333;107 25.370;3 km Ukhan;3kUkh;1605.787;2.6633;1.30071289;t090C: Temperature [ITS-90, deg C];493;3179;0;3178;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\5kLi0602.cnv;SBE25;02.06.2024 19:08;02.06.2024 19:45;02.06.2024;51.80148333;51 48.089;104.9221667;104 55.330;5 km Listvaynka;5kLi;1403.347;2.8435;1.119125736;t090C: Temperature [ITS-90, deg C];441;2437;12;2448;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kBai0610.cnv;SBE25;10.06.2024 8:40;10.06.2024 9:05;10.06.2024;55.34486667;55 20.692;109.3102;109 18.612;7k Baikalskoe;7kBai;787.909;2.3728;1.610880083;t090C: Temperature [ITS-90, deg C];370;1517;3;1519;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kBKoty0602.cnv;SBE25;02.06.2024 23:19;02.06.2024 23:58;02.06.2024;51.84273333;51 50.564;105.1145167;105 06.871;7 km BKoty;7kBKoty;1419.415;3.451;0.505310964;t090C: Temperature [ITS-90, deg C];388;2525;26;2550;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kDa0608.cnv;SBE25;08.06.2024 12:38;08.06.2024 12:56;08.06.2024;54.3887;54 23.322;109.3642333;109 21.854;7 km Davsha;7kDa;417.485;2.6533;1.410570988;t090C: Temperature [ITS-90, deg C];352;802;3;804;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kEl0608.cnv;SBE25;08.06.2024 2:44;08.06.2024 9:40;08.06.2024;54.51755;54 31.053;108.7600333;108 45.602;7 km ot Elohin;7kEl;888.753;1.8654;2.097225736;t090C: Temperature [ITS-90, deg C];404;1700;8;1707;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kIz0606.cnv;SBE25;06.06.2024 1:08;06.06.2024 1:55;06.06.2024;53.1949;53 11.694;107.8056167;107 48.337;7km Izhimey;7kIz;1590.306;2.8905;1.071428032;t090C: Temperature [ITS-90, deg C];392;3254;10;3263;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kKa0601.cnv;SBE25;01.06.2024 7:31;01.06.2024 8:11;01.06.2024;51.86403333;51 51.842;105.2791833;105 16.751;7 km Kadilniy;7kKa;1412.404;3.2519;0.716959043;t090C: Temperature [ITS-90, deg C];408;2729;3;2731;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kLi0602.cnv;SBE25;02.06.2024 8:26;02.06.2024 9:08;02.06.2024;51.78498333;51 47.099;104.9386833;104 56.321;7 km Listvyanka;7kLi;1405.977;2.9606;1.017659043;t090C: Temperature [ITS-90, deg C];438;2722;2;2723;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kMar0531.cnv;SBE25;31.05.2024 8:24;31.05.2024 9:00;31.05.2024;51.72196667;51 43.318;104.2212667;104 13.276;7km Marituy;7kMar;1341.702;2.8821;1.129373528;t090C: Temperature [ITS-90, deg C];334;2344;6;2349;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kmar0531_SV.cnv;SBE25;31.05.2024 8:24;31.05.2024 9:00;;51.72196667;51 43.318;104.2212667;104 13.276;7km Marituy;7kmar;1341.702;2.8821;1.129373528;t090C: Temperature [ITS-90, deg C];334;2344;676;3019;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kMi0601.cnv;SBE25;01.06.2024 20:43;01.06.2024 21:19;01.06.2024;51.69666667;51 41.800;105.46735;105 28.041;7 km Mishikha;7kMi;1372.087;3.0752;0.887998657;t090C: Temperature [ITS-90, deg C];392;2483;7;2489;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kNA0609.cnv;SBE25;09.06.2024 19:55;09.06.2024 20:11;09.06.2024;55.71876667;55 43.126;109.6235167;109 37.411;7 km N.Angarsk;7kNA;468.364;3.1391;0.849339557;t090C: Temperature [ITS-90, deg C];451;904;5;908;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kSol0531.cnv;SBE25;30.05.2024 23:46;31.05.2024 0:12;31.05.2024;51.56499333;51 33.8996;104.2298;104 13.788;7kSol;7kSol;876.769;2.7564;1.210225736;t090C: Temperature [ITS-90, deg C];324;1544;0;1543;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kTa0531.cnv;SBE25;31.05.2024 21:57;31.05.2024 22:24;31.05.2024;51.61998333;51 37.199;105.0861667;105 05.170;7 km Tankoy;7kTa;1095.964;2.8445;1.118698657;t090C: Temperature [ITS-90, deg C];364;1915;2;1916;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kTo0605.cnv;SBE25;05.06.2024 18:17;05.06.2024 18:51;05.06.2024;52.77598333;52 46.559;107.61015;107 36.609;7km Tonkiy;7kTo;1065.572;3.0225;0.942855045;t090C: Temperature [ITS-90, deg C];620;2051;4;2054;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kTu0610.cnv;SBE25;10.06.2024 14:14;10.06.2024 14:34;10.06.2024;55.30125;55 18.075;109.6502167;109 39.013;7 km Turali;7kTu;668.346;2.6503;1.321810964;t090C: Temperature [ITS-90, deg C];433;1255;0;1254;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\7kUh0605.cnv;SBE25;05.06.2024 11:38;05.06.2024 12:23;05.06.2024;53.0181;53 01.086;107.4462;107 26.772;7 km Uhan;7kUh;1592.935;2.7316;1.229877891;t090C: Temperature [ITS-90, deg C];442;3076;13;3088;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\eMaMo0611.cnv;SBE25;11.06.2024 22:37;11.06.2024 22:51;11.06.2024;53.44291667;53 26.575;107.6731833;107 40.391;exit Maloe More;eMaMo;333.852;3.0924;0.870798657;t090C: Temperature [ITS-90, deg C];173;635;2;636;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\KrestRing2k2SW.cnv;SBE25;04.06.2024 9:22;04.06.2024 9:56;;52.57985;52 34.791;106.3689333;106 22.136;2 km SW from mpKrestRing;KrestRing;999.231;2.6211;1.377173944;t090C: Temperature [ITS-90, deg C];467;1937;3;1939;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\KrestRing2k3NE.cnv;SBE25;04.06.2024 11:33;04.06.2024 12:04;;52.60213333;52 36.128;106.4276667;106 25.660;2.3 km NE from mpKrestRing;KrestRing;1104.731;2.7634;1.219552006;t090C: Temperature [ITS-90, deg C];456;2055;6;2060;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\KrestRing5kNE.cnv;SBE25;04.06.2024 12:35;04.06.2024 12:54;;52.61163333;52 36.698;106.4610333;106 27.662;5 km NE from mp KrestRing;KrestRing;594.38;2.717;1.286035923;t090C: Temperature [ITS-90, deg C];487;1151;3;1153;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\KrestRing5kSW.cnv;SBE25;04.06.2024 10:19;04.06.2024 10:46;;52.56761667;52 34.057;106.3278833;106 19.673;5.5 km SW from mp KrestRing;KrestRing;894.891;2.7074;1.271997728;t090C: Temperature [ITS-90, deg C];470;1768;2;1769;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\mAcR0611.cnv;SBE25;11.06.2024 16:16;11.06.2024 16:31;11.06.2024;53.63213333;53 37.928;108.1237;108 07.422;Akademicheskiy;mAcR;394.969;3.029;0.952318126;t090C: Temperature [ITS-90, deg C];244;758;2;759;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\mAnSu0604.cnv;SBE25;04.06.2024 18:59;04.06.2024 19:34;04.06.2024;52.66531667;52 39.919;106.85405;106 51.243;middle Anga-Sukhaya;mAnSu;1172.818;3.1628;0.812580083;t090C: Temperature [ITS-90, deg C];521;2285;0;2284;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\mBarg0606.cnv;SBE25;06.06.2024 18:24;06.06.2024 18:34;06.06.2024;53.45273333;53 27.164;108.7310333;108 43.862;middle Barguzin gulf;mBarg;174.463;3.0321;0.932332082;t090C: Temperature [ITS-90, deg C];0;360;6;365;not error
CTD_Data\2024\05-06_Ver\sbe25\cnvdata\mBaTu0610.cnv;SBE25;10.06.2024 11:13;10.06.2024 11:37;10.06.2024;55.32353333;55 19.412;109.4801833;109 28.811;middle Baikalskoe-Turali;mBaTu;803.402;2.4301;1.546110964;t090C: Temperature [ITS-90, deg C];414;1530;1;1530;not error
